TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Page Count,Place,,,
A02389,99836392,660,STC 1252; ESTC S100555,Free,"Baldwin, William, ca. 1518-1563?; Boccaccio, Giovanni, 1313-1375. De casibus virorum illustrium.",1578,"The last part of the Mirour for magistrates wherein may be seene by examples passed in this realme, vvith howe greenous [sic] plagues, vyces are punished in great princes & magistrats, and hovv frayle and vnstable vvorldly prosperity is founde, where fortune seemeth most highly to fauour.; Mirrour for magistrates. Part 3.",Political ethics -- Early works to 1800.; Great Britain -- History -- Poetry -- Early works to 1800.,374, London,,,
A02396,99839307,3715,STC 12527; ESTC S103556,Free,"Gurnay, Edmund, d. 1648.",1619,Corpus Christi: by Edmund Gurnay,"Sermons, English -- 17th century.; Transubstantiation -- Early works to 1800.",116,Cambridge,,,
A02398,99856131,21654,STC 12529; ESTC S120940,Free,"Gurnay, Edmund, d. 1648.",1631,"The demonstration of Antichrist. By Edmund Gurnay, Bach. Theol. p. of Harpley Norfolke",Catholic Church -- Controversial literature -- Early works to 1800.; Transubstantiation -- Early works to 1800.; Popes -- Primacy -- Early works to 1800.,36,London,,,
A02399,99836420,692,STC 1253; ESTC S100585,Free,"Baldwin, William, ca. 1518-1563?",1547,A treatise of morall phylosophie contaynyng the sayinges of the wyse. Gathered and Englyshed by Wyl[lia]m Baldwyn.,"Philosophers, Ancient -- Biography.; Ethics -- Early works to 1800.",281, London,,,
A02400,99856390,21933,STC 12530; ESTC S121205,Free,"Gurnay, Edmund, d. 1648.",1624,"The Romish chaine. By Edmund Gurnay, parson of Harpley",Catholic Church -- Controversial literature -- Early works to 1800.; Popes -- Primacy -- Early works to 1800.,112,London,,,
A02401,99841633,6231,STC 12531.3; ESTC S105908,Free,"Gurney, Arthur.",1581,"A doleful discourse and ruthfull reporte of the greate spoyle and lamentable losse, by fire, in the towne of East Dearham, in the countie of Norfolke vpon Tuesday the. 18. of Iulie, this present yere .1581.","East Dereham (England) -- History -- Fire, 1581 -- Early works to 1800.",18, London,,,
A02402,24520096,27753,STC 12531.5; ESTC S2702,Free,"Gurth, Alexander.",1597,"Most true and more admirable newes expressing the miraculous preseruation of a young maiden of the towne of Glabbich in the dukedome of Gulische, and the strange yet worthy excecution of Iohn Honaver of Brunholf at Wittenberg, this present yeere 1597.",Supernatural -- Early works to 1800.; Germany -- History -- 1517-1648.,19,London,,,
A02404,99854273,19683,STC 12533; ESTC S119066,Free,"Sweden.; Ferdinand II, Holy Roman Emperor, 1578-1637. Letter of Ferdinand the Roman Emperour to the most illustrious King of Swethen Gustavus Adolphus. aut",1631,"A firme aliance & agreement made betvveene his Ma[ies]tie the King of Svvethland on the one side: and his grace the Duke of Statin and Pomerland on the other side VVherein is shovvne the cause, vvhich moued the King of Swethland to take vp armes to defend the said distressed Duke, and his countries against the horrible oppression, and violence of the Emperours souldiers. Translated out of Dutch into English Anno 1631.; Treaties, etc. Pomerania (Germany). English","Ferdinand -- II, -- Holy Roman Emperor, 1578-1637 -- Early works to 1800.; Gustaf -- II Adolf, -- King of Sweden, 1594-1632 -- Early works to 1800.; Boleslaus -- XIV, -- Duke of Pomerania -- Early works to 1800.; Thirty Years' War, 1618-1648 -- Early works to 1800.; Sweden -- Foreign relations -- Pomerania (Germany) -- Early works to 1800.; Pomerania (Germany) -- Treaties, etc. -- Early works to 1800.",28,  Delph,,,
A02409,99839322,3731,STC 12539; ESTC S103571,Free,"Holland, Philemon, 1552-1637.; Holland, William, 1592-1632.",1633,Gutta podrica: a treatise of the gout The severall sorts thereof. VVhat diet is good for such as are troubled therewith. And some approved medicines and remedies for the same. Perused by P.H. Dr. in Physick.,Gout -- Early works to 1800.,56,London,,,
A02413,99852928,18283,STC 12543.7; ESTC S117717,Free,"Guy, Richard, writer of ballads.",1635,"The country-mans new care away To the tune of, Loue will find out the way.","Ballads, English -- 17th century.",2,London,,,
A02414,99835786,6,STC 12543; ESTC S103587,Free,"Guy, Nicholas, b. 1587 or 8.",1626,"Pieties pillar: or, A sermon preached at the funerall of mistresse Elizabeth Gouge, late wife of Mr. William Gouge, of Black-friers, London With a true narration of her life and death. By Nicholas Guy, pastor of the church at Edge-ware in Middlesex.","Gouge, Elizabeth, d. 1625.; Funeral sermons.",63,London,,,
A02415,99853112,18480,STC 12547; ESTC S117903,Free,"Guy, Richard, writer of ballads.",1633,"The new-found Northerne deedle: or, Mirth and wit according to the times, fancies to fit, are in these following rimes To the tune of This is my grannams deedle.","Ballads, English -- 17th century.",2,  London,,,
A02421,99841724,6324,STC 12556; ESTC S105999,Free,"Gwyn, David, fl. 1588.",1588,"Certaine English verses penned by Dauid Gwyn, who for the space of eleuen yeeres and ten moneths was in most grieuous seruitude in the gallies vnder the King of Spaine, and nowe lately by the wonderfull prouidence of God, deliuered from captiuitie, to the ouerthrow of many of the Spaniards, and the great reioycing of all true hearted English men. Presented to the Queenes most excellent Maiestie in the Parke at Saint Iames on Sunday the xviii. of August 1588. by Dauid Gwyn, as foloweth",,14, London,,,
A02424,99847708,12765,STC 12559; ESTC S112454,Free,"Gwynneth, John.",1554,"A manifeste detection of the notable falshed of that part of Iohn Frithes boke whiche he calleth his foundacion, and bosteth it to be inuincible: newly set foorthe by Iohn Gwinneth clerke.","Frith, John, 1503-1533. -- Boke made by John Frith prisoner in the tower of London.; Heretics, Christian -- Early works to 1800.",112,Londini,,,
A02426,99847711,12768,STC 12560; ESTC S112457,Free,"Gwynneth, John.",1557,"A playne demonstration of Iohn Frithes lacke of witte and learnynge in his vnderstandynge of holie scripture and of the olde holy doctours, in the blessed sacrament of the aulter, newly set foorthe by Iohn Gwynneth clerke.","Frith, John, 1503-1533. -- Boke made by John Frith prisoner in the tower of London.; Heretics, Christian -- Early works to 1800.",208,Londini,,,
A02427,33142597,28145,STC 12561.2; ESTC S3086,Free,A. H.,1625,"Another godly letter, lately written to the same H.H. by his owne sister out of the countrey, about eighty miles from London","Plague -- England -- London.; Great Britain -- History -- Charles I, 1625-1649.; Broadsides -- London (England) -- 17th century.",2,London,,,
A02428,99839354,3763,STC 12561; ESTC S103604,Free,"Gyer, Nicholas.",1592,"The English phlebotomy: or, Method and way of healing by letting of blood Very profitable in this spring time for the preseruatiue intention, and most needful al the whole yeare beside, for the curatiue intention of phisick. Collected out of good & approued authors at times of leasure from his other studies, and compiled in that order that it is: by N.G.",Phlebotomy -- Early works to 1800.,320, London,,,
A02432,99845310,10202,STC 12564; ESTC S109663,Free,"Hart, Henry, fl. 1549.",1549,"A consultorie for all Christians Most godly and ernestly warnyng al people, to beware least they beare the name of christians in vayne. Now first imprinted, the. xxx day of Ianuarie.",,118,Anno. M.D.xlix.  Worceter,,,
A02436,99839325,3734,STC 12568; ESTC S103574,Free,"I. H., fl. 1616.; Heath, John, Fellow of New College, Oxford, attributed name.",1606,"The diuell of the vault. Or, The vnmasking of murther in a briefe declaration of the Cacolicke-complotted [sic] treason, lately discouerd: I.H.","Catholic Church -- Controversial literature.; Gunpowder Plot, 1605 -- Early works to 1800.",28,London,,,
A02440,99839338,3747,STC 12571; ESTC S103588,Free,"Philaretes, fl. 1602.; Hind, John, fl. 1596-1606.; I. H., fl. 1602.",1602,"VVork for chimny-sweepers: or A warning for tabacconists Describing the pernicious vse of tabacco, no lesse pleasant then profitable for all sorts to reade.",Tobacco -- Physiological effect -- Early works to 1800.; Tobacco -- Controversial literature.,50, London,,,
A02441,99841741,6344,STC 12572; ESTC S106016,Free,"I. H.; Heath, John, Fellow of New College, Oxford, attributed name.",1619,"The house of correction: or, Certayne satyricall epigrams. Written by I.H. Gent. Together with a few characters, called Par pari: or, Like to like, quoth the deuill to the collier; House of correction.","Epigrams, English.; Characters and characteristics -- Early works to 1800.",56,London,,,
A02443,99847716,12773,STC 12576; ESTC S112462,Free,"H. R. (Henry Roberts), fl. 1585-1616.",1588,[A prayer for assistance against the Armada],"Armada, 1588 -- Early works to 1800.; Great Britain -- History -- Elizabeth, 1558-1603 -- Early works to 1800.",1, London,,,
A02444,99853114,18482,STC 12577; ESTC S117905,Free,"Hobbes, Stephen.",1603,"A nevv treatise of the pestilence, containing the causes, signes, preseruatiues and cure thereof The like not before this time pubished [sic]. And therefore necessarie for all manner of persons, in this time of contagion. S. H. Studious in phisicke.",Plague -- Early works to 1800.,16,London,,,
A02448,99855366,20856,STC 12582.3; ESTC S120167,Free,"Habermann, Johann, 1516-1590.; Rogers, Thomas, d. 1616.",1579,"The enimie of securitie or A dailie exercise of godly meditations drawne out of the pure fountaines of the holie Scriptures, and published for the profite of al persons of any state or calling, in the German and Latine tonges, by the right reuerende Maister Iohn Auenar, publike professor of the Hebrue tonge, in the famous Vniuersitie of VViteberge; In Englishe by Thomas Rogers Maister of Artes and student in Diuinitie.; Christliche Gebet. English",Prayers -- Early works to 1800.,389,London,,,
A02453,99839360,3769,STC 12585; ESTC S103611,Free,"Habington, William, 1605-1654.; Marshall, William, fl. 1617-1650, engraver.",1640,Castara the third edition. Corrected and augmented.,,262,London,,,
A02454,99855784,21286,STC 12586; ESTC S120588,Free,"Habington, William, 1605-1654.; Elstracke, Renold, fl. 1590-1630, engraver.",1640,"The historie of Edvvard the Fourth, King of England. By Wm. Habington Esquire","Edward -- IV, -- King of England, 1442-1483.",238,London,,,
A02455,99855789,21291,STC 12587; ESTC S120594,Free,"Habington, William, 1605-1654.",1640,The Queene of Arragon A tragi-comedie.,,68,London,,,
A02456,99854275,19685,STC 12588; ESTC S119068,Free,"Hacket, Roger, 1559-1621.",1605,"A learned sermon handling the question of ceremonies, controuerted in our church: by Roger Hacket Doctor in Diuinitie","Church of England -- Customs and practices -- Early works to 1800.; Sermons, English -- 17th century.",70, London,,,
A02457,99854198,19607,STC 12589; ESTC S118991,Free,"Hacket, Roger, 1559-1621.",1591,"A sermon needfull for theese [sic] times wherein is shewed, the insolencies of Naash King of Ammon, against the men of Iabesh Gilead, and the succors of Saule, and his people sent for their reliefe. Preached at Paules Crosse the 14 of Feb. 1590. by R.H. fellow of the New Colledge in Oxford.","Sermons, English -- 16th century.",54, Oxford,,,
A02460,99854957,20423,STC 12590; ESTC S119751,Free,"Hacket, Roger, 1559-1621.",1628,A sermon preached at Nevvport-Paignell in the Countie of Buckingham. By R.H.,"Sermons, English -- 16th century.",60,London,,,
A02461,99853115,18483,STC 12591; ESTC S117906,Free,"Hacket, Roger, 1559-1621.",1606,"A sermon principally entreating of the crosse in Baptisme wherein also it is proued, against the vnaduised reprouers, that it is no popish error, to say; that Austine sent from Gregorie the Great, was the conuerter of the English in this iland: and further that the Britaines did not receiue their first faith from the Church of Rome. By R. H. D.","Sermons, English -- 17th century.",63, London,,,
A02464,99839357,3766,STC 12594; ESTC S103608,Free,"Haddon, Walter, 1516-1572.; Foxe, John, 1516-1587. aut; Bell, James, fl. 1551-1596.",1581,"Against Ierome Osorius Byshopp of Siluane in Portingall and against his slaunderous inuectiues An aunswere apologeticall: for the necessary defence of the euangelicall doctrine and veritie. First taken in hand by M. Walter Haddon, then undertaken and continued by M. Iohn Foxe, and now Englished by Iames Bell.; Contra Hieron. Osorium, eiusque odiosas infectationes pro evangelicae veritatis necessaria defensione, responsio apologetica. English","OsÃŒ_rio, JerÃŒ_nimo, 1506-1580. -- In Gualtherum Haddonum de vera religione libri tres.",1076, London,,,
A02469,99847717,12774,STC 12598; ESTC S112464,Free,"Haddon, Walter, 1516-1572.; Hartwell, Abraham, b. ca. 1542.",1565,"A sight of the Portugall pearle, that is, the aunsvvere of D. Haddon maister of the requests vnto our soueraigne lady Elizabeth by the grace of God quene of England Fraunce and Irelande, defendour of the faith. &c. against the epistle of Hieronimus Osorius a Portugall, entitled Pearle for a Prince. Translated out of lattyn into englishe by Abraham Hartwell, student in the kynges colledge in Cambridge; Gualtheri Haddoni pro reformatione Anglicana epistola apologetica ad Hier.Osorium, Lusitanum. English","OsÃŒ_rio, JerÃŒ_nimo, 1506-1580. -- Epistola ad serenissimam Elizabetam, AngliÃŒ_ regiam.; Elizabeth, -- I, -- Queen of England, 1553-1603 -- Early works to 1800.; OsÃŒ_rio, JerÃŒ_nimo, 1506-1580. -- Pearle for a prynce.",136, London,,,
